Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,2,5,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1
1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,2,1
1,1,1,1,1,1,2,2,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1
1,1,1,1,1,1,2,2,1,2,5,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,1,2
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,2,2
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,2,5,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,5,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,2,5,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,6,1,1,2,2,2,1,2
1,1,1,1,1,1,1,2,1,1,6,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,2,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,2,1,11,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1
1,1,1,1,1,1,1,2,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,1,1
2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,2,2,1,1,2,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,2,2,1,1,7,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,2,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,2,2,2,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,2,2,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,2,2,1,1,10,1,1,2,1,1,2,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,2,1,2,2
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,2,1
1,1,1,2,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,9,1,2,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,1,2,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,2,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,2,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,2,1,1,2
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,1,2
1,1,1,1,1,1,2,2,1,1,11,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2
2,1,1,1,1,1,1,1,1,1,10,2,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,1,1,9,1,2,1,1,1,2,1
1,1,1,1,1,1,2,2,1,1,8,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,2,1
1,1,1,1,1,1,1,2,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,9,1,2,2,1,1,1,1
1,1,1,1,1,1,1,2,1,1,9,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,1,1,9,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,2,1,1,1
1,1,1,1,1,1,1,2,1,1,8,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,2,1,2,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,1,1,2
1,1,1,1,1,1,2,2,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2
2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,2,2,1,1,6,1,1,2,2,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,2,1,1
1,1,1,1,1,1,1,2,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,2,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,2,2
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,2,1,2,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,2,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,1,2,1,1,10,1,1,1,1,1,2,1
1,1,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,2
1,1,1,1,1,1,2,2,1,1,7,1,1,1,2,1,2,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,1,2,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,1,1
1,1,1,1,1,1,2,2,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,2,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,2,2
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,2,2,2,1,3,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,2
1,1,1,1,1,1,2,2,1,1,6,1,1,1,2,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,1,2,1,1,9,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,2,2,1,1,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,1,2,1
1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,2,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,2,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1
1,1,1,1,1,1,2,2,1,1,6,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,2,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,2,2,1,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,2,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,2,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,2,1
1,1,1,1,1,1,1,2,1,1,7,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2
1,1,1,1,1,1,1,2,1,1,7,1,1,2,2,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,2,2,1
1,1,1,1,1,1,1,1,2,1,10,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,2,1
1,2,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,2,1,1,2
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,2,1,1
1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,8,1,2,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,1,1
1,1,1,1,1,1,2,2,1,1,6,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2
